ID,Label,Timestamp,xAcc010Hz,xAcc015Hz,xAcc020Hz,xAcc025Hz,xAcc030Hz,xAcc035Hz,xAcc040Hz,xAcc045Hz,xAcc050Hz,xAcc055Hz,xAcc060Hz,xAcc065Hz,xAcc070Hz,xAcc075Hz,xAcc080Hz,xAcc085Hz,xAcc090Hz,xAcc095Hz,xAcc100Hz,xAcc105Hz,xAcc110Hz,xAcc115Hz,xAcc120Hz,yAcc010Hz,yAcc015Hz,yAcc020Hz,yAcc025Hz,yAcc030Hz,yAcc035Hz,yAcc040Hz,yAcc045Hz,yAcc050Hz,yAcc055Hz,yAcc060Hz,yAcc065Hz,yAcc070Hz,yAcc075Hz,yAcc080Hz,yAcc085Hz,yAcc090Hz,yAcc095Hz,yAcc100Hz,yAcc105Hz,yAcc110Hz,yAcc115Hz,yAcc120Hz,zAcc010Hz,zAcc015Hz,zAcc020Hz,zAcc025Hz,zAcc030Hz,zAcc035Hz,zAcc040Hz,zAcc045Hz,zAcc050Hz,zAcc055Hz,zAcc060Hz,zAcc065Hz,zAcc070Hz,zAcc075Hz,zAcc080Hz,zAcc085Hz,zAcc090Hz,zAcc095Hz,zAcc100Hz,zAcc105Hz,zAcc110Hz,zAcc115Hz,zAcc120Hz,snd0025Hz,snd0050Hz,snd0075Hz,snd0100Hz,snd0125Hz,snd0150Hz,snd0175Hz,snd0200Hz,snd0225Hz,snd0250Hz,snd0275Hz,snd0300Hz,snd0325Hz,snd0350Hz,snd0375Hz,snd0400Hz,snd0425Hz,snd0450Hz,snd0475Hz,snd0500Hz,snd0525Hz,snd0550Hz,snd0575Hz,snd0600Hz,snd0625Hz,snd0650Hz,snd0675Hz,snd0700Hz,snd0725Hz,snd0750Hz,snd0775Hz,snd0800Hz,snd0825Hz,snd0850Hz,snd0875Hz,snd0900Hz,snd0925Hz,snd0950Hz,snd0975Hz,snd1000Hz,snd1025Hz,snd1050Hz,snd1075Hz,snd1100Hz,snd1125Hz,snd1150Hz,snd1175Hz,snd1200Hz,snd1225Hz,snd1250Hz,snd1275Hz,snd1300Hz,snd1325Hz,snd1350Hz,snd1375Hz,snd1400Hz,snd1425Hz,snd1450Hz,snd1475Hz,snd1500Hz,snd1525Hz,snd1550Hz,snd1575Hz,snd1600Hz,snd1625Hz,snd1650Hz,snd1675Hz,snd1700Hz,snd1725Hz,snd1750Hz,snd1775Hz,snd1800Hz,snd1825Hz,snd1850Hz,snd1875Hz,snd1900Hz,snd1925Hz,snd1950Hz,snd1975Hz,snd2000Hz,snd2025Hz,snd2050Hz,snd2075Hz,snd2100Hz,snd2125Hz,snd2150Hz,snd2175Hz,snd2200Hz,snd2225Hz,snd2250Hz,snd2275Hz,snd2300Hz,snd2325Hz,snd2350Hz,snd2375Hz,snd2400Hz,snd2425Hz,snd2450Hz,snd2475Hz,snd2500Hz
2,on,9.4,232.3366589,390.386638,633.3627087,708.747393,966.1423039,708.3792816,857.001669,9502.075066,12974.75166,3369.157074,328.487202,487.5601557,156.2341746,644.0272,1110.057474,562.9805797,1973.732818,6340.887582,4776.803963,1271.536651,1210.147019,327.4756358,315.5385969,1322.118494,1361.54544,1295.874804,519.2987478,1302.701569,779.6810794,563.3726823,1357.885626,1548.659507,1335.255828,512.3384614,563.3280577,162.4152498,753.399017,1483.932381,1172.790687,787.7506364,539.8430922,1530.65044,2291.973331,1650.589238,774.2208611,887.1975158,244.4245795,136.0575087,984.6277709,1165.498601,576.6915392,482.6114272,667.2969974,3317.238538,4607.607177,1599.416686,911.52427,144.8835263,755.2486964,1177.718361,164.6818463,622.7856655,621.7309722,1408.949871,2818.508421,1706.734599,1161.666314,1377.844816,784.101562,0.217903756,0.574624753,0.67470103,1.795445047,0.36344898,15.13270712,0.635877483,3.978579158,0.620756666,3.653755641,1.681263862,2.168912798,0.802206928,0.981880977,2.766079359,0.922800096,4.548083125,6.097044542,8.118908452,9.136092182,13.58244262,6.507093483,19.33849937,16.70528489,12.53958372,28.50185944,34.99533401,13.02994329,14.46607759,15.40109624,25.72735541,13.25497034,8.504099005,12.09628911,14.83465735,3.082996106,16.40177115,9.658074438,4.411969102,10.13254356,7.136131563,3.525440179,2.677515584,7.312871895,4.660744329,5.80753812,2.104986028,5.0386457,2.970738053,2.025954302,4.042309032,2.442857394,9.580733649,4.807581201,3.037000046,11.77493166,8.872216147,3.280631836,0.856472885,6.070365122,3.191646041,1.602156119,2.204960586,3.505648248,3.894817552,4.324442005,5.555919918,0.092643951,2.099448047,3.641042812,2.551395013,2.600093089,3.435046363,2.160833584,2.566286161,3.971767433,3.220312101,4.24270475,1.300451608,2.180209513,0.931078247,0.95476063,5.683413059,0.674225229,5.326017396,1.782662048,4.746475813,2.401821422,3.658566127,2.904751495,3.545828985,2.129745469,4.753688861,1.920581356,0.430590051,2.872402122,4.291878436,0.556348335,1.458890961,1.011541007
2,on,9.44,428.4526308,392.9002764,740.6485177,360.6669846,898.7108806,500.3245013,536.3548093,9454.115392,12938.01405,2891.073659,522.707824,808.0171085,761.7016209,1281.539249,958.1881206,522.1663618,395.3876261,5597.146709,4018.029085,706.6587061,1157.394714,581.8723792,749.0281316,624.3479886,992.0346754,813.7754643,1416.164635,2215.456846,2048.216729,1357.486083,1527.454491,1764.275928,1452.37754,1062.673479,746.1398082,263.7581732,725.9294024,1190.326194,313.1318712,1015.424253,778.4540055,829.4055472,1855.897932,899.5514554,112.2761367,428.2174401,381.4072484,459.4433522,1253.111728,1752.297523,1133.12512,608.6629535,275.6607886,2955.78595,4425.796153,2295.397835,922.5617506,361.8151538,1202.008737,1725.752084,1005.434693,509.3456092,729.2530352,2337.347146,3286.842559,1268.878593,521.4721647,1069.47344,409.9619388,0.200094333,0.462413817,0.446933457,2.106687953,0.556709261,14.30088123,0.965869694,5.50298717,1.184415319,3.202118366,1.538506871,1.425212249,1.457194491,2.887293216,3.924922105,2.632961623,4.804429499,6.050917069,5.449109968,16.53252008,8.794036746,2.740150886,23.10589412,25.32751963,15.51162605,34.55491232,24.31657576,13.90903148,23.45370475,19.608451,26.20824594,13.33257397,12.64434106,21.3902993,12.9931691,4.689021368,12.06126731,9.761540887,3.959054177,18.73866237,9.483019445,4.00525677,3.472378307,7.710859841,3.201833589,2.63176568,3.155332608,4.23294098,0.645435603,0.960083271,3.233274863,2.527571097,10.07392755,6.590885143,5.992182053,11.58546887,5.224432861,3.029007081,1.670109413,7.221328416,0.88858645,3.234835568,4.462999042,5.811568931,4.129599729,5.807467463,5.274061706,1.058738736,3.108278239,2.540278163,2.364789323,4.306370354,1.513240696,1.739095628,2.458219775,2.773409256,2.712154599,6.3301432,1.344843611,0.918586479,1.739245999,2.069358763,9.25674634,1.216608004,5.198364127,2.200785839,5.664679796,1.492170002,3.308245696,1.821380693,3.75796452,0.943213621,3.685384291,3.86094565,1.548042538,1.434361205,5.052345033,1.019901371,3.047429508,2.281757632
2,on,9.48,804.0047931,489.7646071,868.5370823,1108.455876,1288.355289,950.8276666,1454.052312,9913.048344,12890.17103,2973.179858,476.1616628,526.5188634,838.4101147,1415.613289,448.0882791,946.4349647,1865.522424,5831.116221,3731.894261,915.5629492,651.9103668,861.4223621,1233.80945,243.0023477,759.8542596,713.4383001,1156.64512,2827.846316,2824.244481,1523.067097,761.6947384,1296.048256,792.4463677,1016.37907,867.9745314,559.0734641,574.0759701,654.2142798,1056.730695,1819.574759,1709.178504,750.7240155,1647.127334,286.785852,482.4178957,520.7859311,414.4068601,228.3915947,1130.95746,1596.902976,1460.316741,684.2279294,398.6139547,3327.815758,3438.041873,1185.904679,881.4084168,337.3458361,1328.967722,2259.269656,1244.773004,501.0639924,1022.404536,2002.043375,3100.122765,1056.487585,650.3171561,1450.955959,1201.469112,0.096486928,0.215144228,0.273976719,2.441936076,0.498467848,13.39491595,0.573721155,5.668416522,0.106498699,3.568934367,0.504188153,3.592853952,3.206647854,5.878065674,3.36719539,3.71744067,1.293350375,2.269335911,2.161305529,8.803169928,10.14491566,4.120873247,11.52907353,22.64398825,6.499737845,34.37876916,4.035052118,23.93362607,35.70379452,21.65504954,21.73104431,18.71243016,9.990445117,20.26534472,9.840736866,8.990612313,5.868360296,10.43675018,4.259051622,21.50329119,6.868034401,4.403961508,3.079070267,7.490873205,2.623912444,3.309954517,3.113917819,2.991054486,2.005953635,2.977994094,3.973147141,0.642697263,6.001679397,6.650729528,3.640627826,12.21359782,5.317708935,4.913933094,3.882436866,6.949418212,2.144354998,6.248427653,7.133411241,6.262090006,7.112871255,6.881141034,8.705645222,1.747820774,4.668523948,2.087049128,3.765683762,5.390262432,3.660599425,3.341284631,2.317505574,1.239626156,1.074665847,5.692276552,1.469403833,1.88029196,2.051201664,3.541174161,7.695619503,3.141871334,5.863079837,2.84311772,6.711322558,3.532465855,3.056982862,2.530763958,2.980262601,1.612899185,3.519647982,5.447092975,2.592954507,1.572706381,3.65073811,2.188593596,2.522219897,2.469813248
2,on,9.52,872.6672139,726.4343365,945.8725671,1330.418508,1080.741138,940.1284766,915.2556573,9570.388375,12955.7501,3038.957432,521.3344468,785.9482003,1176.429725,1478.385379,368.6215642,621.0091954,2738.101712,5990.629135,3811.33213,879.9130821,607.2913813,867.4650007,1152.92918,381.6994419,893.1826633,1260.272284,498.1633049,2944.705541,1657.336445,1676.995487,1481.10049,1477.309926,940.9990476,235.9904806,575.853895,285.9594413,416.7287174,439.836698,1814.317436,2500.177728,1754.666527,1446.475762,1936.964682,1176.109644,924.6502837,290.4054734,633.0486435,353.0810578,602.5549625,823.5369053,994.874325,768.8174516,791.2150505,3731.927346,3696.521896,1482.471379,1185.8778,254.7959164,1086.121709,1947.415861,1604.645506,906.015917,920.4901399,1150.502766,2435.200581,1361.717721,982.0258057,1924.107643,2304.831559,0.284085499,0.105461202,0.297041244,2.301478274,0.266822023,12.33034461,0.427485553,2.200787104,1.166751386,1.806949748,1.105171394,3.926610461,2.928309464,1.284259201,3.01192978,1.592135595,3.900450754,3.392195807,2.387552856,7.871524776,8.833938142,18.07238181,15.48671418,10.75519374,7.990899525,27.97726304,19.02337529,37.51161609,31.82160914,17.80927487,17.49270837,13.88102334,8.958865529,19.40077533,5.263042174,12.28768477,11.36434076,8.142391316,8.370536068,16.45019678,2.744261709,4.090337812,5.33055384,5.931937648,5.527812108,5.364103776,2.120110899,2.151075674,3.694710333,4.512916317,1.790568094,2.317909546,9.759167164,9.22631723,2.844019143,24.33745,6.364270513,6.606558455,5.063166906,4.653445164,2.450730691,7.397053924,8.004000969,2.967378712,7.904933005,6.28934724,8.557964575,2.31532704,4.462816238,2.188387379,3.987705127,5.177273089,1.204408963,2.419491553,1.637400619,0.541469175,2.427721872,4.409322505,3.778152153,3.168493653,0.575452211,3.64817727,3.822915788,4.074312093,5.621493304,2.461292255,7.255917242,3.219710953,2.862336599,2.311388853,1.208981915,0.706648662,4.939408762,4.904136818,2.100258847,1.583588896,2.165063939,2.260939936,0.48629384,1.467194767
2,on,9.56,743.8937426,492.8527243,538.6572886,1141.006328,79.42061146,671.4831531,590.6927435,9077.33749,12820.01424,3545.410103,204.8815315,1307.264654,1757.273871,2013.16642,1137.622926,1482.663017,1259.903599,5377.731058,4610.528818,1503.490424,786.9905034,618.6608908,726.601524,724.4359095,691.6175967,1247.476885,1683.555706,3381.444519,1667.352407,1801.52775,1477.777767,1806.518572,1131.799509,469.015052,331.4922938,102.7925763,305.9304707,645.6748147,1736.8198,2307.341946,648.7222308,587.2019487,1892.645848,1957.904192,959.2923353,546.4400241,183.8025205,675.7771793,931.6437144,744.7081683,907.0301171,660.772804,824.3571177,3546.586597,4506.183253,1738.198795,1150.756789,751.1727807,956.5586871,788.2442059,1819.472644,1737.568035,1089.233097,1015.287604,1516.74938,1062.1045,793.688185,1517.801195,1950.566736,0.37718665,0.274330392,0.266763552,1.914275075,0.349316585,10.39230786,0.798500099,2.48470935,0.572879074,0.407258934,1.820930784,3.779604919,1.423832965,5.669053209,4.312042775,2.383916323,6.958908978,4.167202012,3.119075182,16.92230397,3.589958536,25.5596882,22.45725139,3.639557098,3.1392271,33.98685309,11.9623201,48.02743038,24.43814005,17.43456744,20.74013938,8.17276281,12.9114939,22.05679946,1.854595095,12.36071147,4.663769306,5.225308862,5.577396247,15.25468759,3.787069913,1.28477635,9.17105068,1.888480395,8.94376488,5.732322685,1.965519714,4.825607919,4.498275361,0.909838205,6.491430564,2.395603713,12.79697019,10.90650886,4.572789848,33.61980223,3.634215553,5.842976278,5.433603081,2.963100427,2.95202792,5.598193311,7.592903859,3.047064027,6.453645528,5.262401046,5.153528927,2.402659903,2.855635876,1.504136045,3.67929899,3.818578142,1.359536851,2.066141772,2.330896235,2.270940029,3.135381566,3.236174689,4.952665775,2.324019122,0.970082197,3.330710106,3.363227139,4.01880033,2.335454312,1.653081937,5.548561215,1.905042873,2.043091059,1.817130628,0.647493392,5.055495213,5.462859897,3.387002602,2.239508307,1.228809709,1.657628376,1.668449691,1.677729298,1.706131993
2,on,9.6,455.1729946,218.6254397,516.8611535,1099.416672,838.0283586,729.9351764,793.5351005,9292.782673,12281.4193,2858.843913,760.8558955,1290.965793,1202.551339,1767.95779,1504.517373,2080.207431,2048.069169,5984.99112,4518.27669,738.354702,861.6782428,517.5200617,359.6400435,1407.24255,1368.897941,1003.404532,1337.478154,3726.07312,3210.633731,1732.265186,465.2282039,1626.916427,665.101381,524.0589488,327.5996411,135.3178966,441.4874688,325.9156399,1302.543633,2128.908487,825.6140898,718.3805715,1650.311263,1700.907109,456.140517,306.8663352,780.5784361,928.3506652,1186.786079,1152.857963,930.6847976,745.7046053,814.5577814,2586.620178,4442.386905,1105.144022,910.55376,945.6356396,604.0488275,508.5858238,1354.782462,1531.647918,726.4488746,484.164799,775.9900444,587.438701,244.5799387,642.0215385,1012.156971,0.532455052,0.414418143,0.29315938,1.799964678,0.682962394,11.00503168,1.183462213,2.767345276,1.125462831,2.042102511,3.909390378,1.586085162,3.76044216,8.29636369,3.037086857,6.273289844,9.692433727,3.59906039,1.503476354,14.43656488,2.541968143,15.42895042,9.84808369,8.570004779,3.952721314,33.96035419,7.187339515,51.45901516,21.75096824,16.57563071,19.75154872,16.49172546,10.93218637,20.80238941,9.397231054,11.95232365,10.49501328,2.214967117,3.951040253,15.9219025,1.321421805,2.348294382,9.636828415,3.134752562,9.141362454,5.960621864,1.890209634,5.613485544,3.476363756,5.914065308,6.926875068,1.849838637,9.882278203,9.016507031,3.062951913,27.83767726,4.045161699,5.164495,4.358797943,2.328407791,2.297274085,2.155021163,5.152263603,4.691876403,5.15425899,4.500338981,5.967095485,1.370606759,2.243093257,0.615265071,3.188766347,3.966774376,1.947207879,3.82098232,3.259231079,3.804354563,3.382507181,3.314358721,3.783679139,0.545385078,3.313478285,3.725219581,4.309598147,3.835019839,3.081838834,1.447547306,3.797022316,0.838083106,0.766515795,0.795941484,2.117492124,7.231301849,3.442760983,4.105108565,2.739662727,1.28081373,1.781245208,1.425800581,2.197740262,1.644483899
2,on,9.64,343.7581476,291.6349811,757.6207337,1016.749275,633.2264128,518.8181499,1383.023077,9507.207675,11808.86034,2099.102093,987.1048994,705.5260961,265.9698226,931.7967371,892.3883563,1084.218878,3202.379122,7058.183102,5062.076513,1365.954384,1433.341919,313.821104,547.8552841,1862.46464,1605.068087,1132.879102,1368.502359,3054.109804,2745.863369,1120.019882,1621.572593,1679.358866,659.8311158,634.9865525,478.0231601,413.7925549,410.0280636,357.252451,1214.715734,1932.077438,1487.885759,1005.293544,1107.415786,992.753226,464.4605496,261.4896055,500.149233,1027.60386,558.6030398,966.7957046,444.6972721,574.8810841,851.8952025,2616.143963,4263.442795,1145.902026,799.5247053,655.356154,362.9412483,815.2985638,627.7145772,694.9881212,771.516688,814.2093115,1196.617678,663.9299986,150.766577,323.7171577,728.8876414,0.311672926,0.523784016,0.630555943,2.030519318,0.340591743,11.47869171,1.162828732,2.650760758,2.118984787,4.545892929,6.901870071,0.897979002,3.35540028,7.324151557,2.230768773,7.125013901,11.05426825,4.058918736,1.486800217,15.59467904,1.696793313,3.027829429,23.87919945,11.45153737,9.35124162,24.25004606,7.040578126,47.61735952,14.44201301,8.824539462,12.8400424,18.74435092,7.778493255,22.98576482,14.16815244,10.26190935,11.38636461,2.989310418,3.55668683,7.903008622,1.794612728,3.129185571,10.79264679,5.269459414,5.540898055,5.81310879,2.953390849,3.707020841,0.425598692,4.661562492,3.579009276,3.837674037,10.22842461,6.998086092,0.499019913,16.19341914,2.746403803,5.369991364,2.661982441,2.334009895,1.373309475,1.351222381,2.11563179,4.374148543,3.02872348,5.284412321,5.665921682,2.559756784,1.370232957,1.393675832,3.294278881,3.474481487,1.717321764,3.064892966,3.239071491,4.714574788,4.825814648,2.120602412,0.88624515,2.59782963,4.301537356,3.729278752,3.141628027,3.688143889,5.658970822,1.385665714,4.617850985,2.273916865,2.2729022,1.467545907,3.317847299,5.529856967,4.636722225,4.060505744,1.02018689,0.33530976,2.384896397,1.595374313,3.31516611,0.817754357
2,on,9.68,164.5101915,447.5987814,1034.94727,749.8830372,102.5694425,255.4926057,812.6588131,9116.730937,11610.41033,3008.733283,504.4639613,377.0291809,532.1615248,506.7529553,330.8239109,732.9055554,1554.186059,6745.524767,5485.526028,792.4987436,1681.40635,837.5678691,909.6791477,1047.519084,990.0532301,735.9603571,672.062602,1708.081837,2092.745717,676.9527643,1442.655597,1949.899639,1814.659161,1192.017586,635.9869371,420.0243412,162.9873141,314.6390617,743.5149227,1322.413943,1012.901987,455.1422608,560.8745759,172.4528426,726.1050357,415.9140028,640.6517486,742.0561207,241.9578708,514.506652,489.4125921,511.2393533,580.8811647,3558.55096,4518.750216,690.7414915,460.3231461,566.6554919,816.2926828,464.9638919,194.091227,35.31570163,1336.237665,1931.975741,1890.986456,764.8015775,119.7496903,295.2157098,962.5115928,0.103808977,0.30101637,0.430377843,1.964513959,0.15923414,12.68809585,1.014826946,4.174815163,1.345404384,3.3364026,8.077044804,1.850000929,5.962978975,4.744381116,3.20549369,5.116839152,10.15563638,4.194706573,4.349546547,13.52764047,1.732991635,9.922422969,38.82532893,13.04698127,9.185926397,15.88829516,8.385805932,36.83612075,19.67422371,11.11543499,6.770931978,16.03387723,7.036279524,23.43890604,18.64289841,8.901734043,9.977228178,3.320869126,5.272193645,1.75812966,5.709557691,5.572980686,13.09040263,4.696650229,2.926455134,4.983969954,2.859553592,1.03632074,2.226852921,6.220950835,3.502131695,4.28371346,12.84872665,7.436627347,2.27080724,10.2543915,3.110474834,4.41911192,2.452349789,1.72046038,4.326861061,3.200888407,2.046367993,3.079426814,1.520795114,5.62891486,3.406118128,3.031170364,0.80479393,1.952450196,3.910876934,1.290341459,2.076169251,2.551832517,3.403278372,4.764690367,5.120639168,0.556202282,3.048109586,1.69483729,2.907266059,4.919744807,1.113453958,3.653823227,4.971995212,1.532153151,5.870614017,2.073311188,3.476901793,4.205926197,2.944604134,4.127280109,6.033847662,2.615919435,2.080378292,1.352219503,3.034783716,1.805936885,3.420624016,0.767448067
2,on,9.72,317.5810374,561.2118641,995.1816586,389.6119878,439.9076741,44.42548733,920.2652948,8543.586218,11145.06805,2316.263037,606.8597023,557.5300418,356.3215234,688.2114356,525.6134232,900.830447,1321.12029,6430.703244,5562.425258,1318.25168,1728.084861,1269.570462,865.7074854,627.9136521,632.7251792,139.6608409,104.7782762,895.1212356,1965.862388,1244.160313,344.6788765,1484.021053,1931.133757,1281.05536,523.7613049,329.8069573,131.0287914,341.8497418,570.9475186,1320.579748,996.4146465,994.0256276,291.429426,401.5151989,835.2394353,515.397378,572.8643901,609.7520421,341.1142665,207.2563529,298.9904265,441.3045558,615.0708746,4083.921041,4979.926347,1582.012997,385.7264134,662.2901743,1010.153571,378.0219787,536.8175134,693.1773446,1727.575073,2332.9328,1742.876242,822.1492711,375.1486436,164.2648477,1037.358715,0.264557585,0.371974996,0.271842593,1.981098621,0.331113274,13.67195416,1.36996867,2.745915928,1.383890587,0.487622881,5.580390777,3.105313908,6.629704119,0.273203611,1.181174441,3.528063278,8.961711232,2.442264787,5.554912317,3.58686868,11.52491459,6.101729427,34.71962238,12.8752537,18.90509561,13.07538763,14.46298059,23.01049736,26.46322195,19.26935814,2.078405339,14.50382175,0.578991859,16.81107875,22.96303027,7.562173938,4.647253085,6.335198013,6.319074213,5.313870678,7.370426494,4.828450527,7.402142798,3.338677578,3.451719109,3.528945186,3.773039085,1.370594646,1.888283275,7.79199304,1.553038067,4.492710432,13.92568833,8.189910583,3.431157638,12.37014048,5.610175335,2.749410205,3.243599011,1.170833168,5.674619812,6.978223706,4.126656523,1.595724468,3.101660608,1.061396518,0.84484555,1.790608458,0.205144584,2.512294142,3.972586523,1.701467054,1.719477472,2.978750812,3.472966714,4.251235788,2.396061375,1.949123414,1.279680595,0.993762021,2.888139805,4.089508837,4.172888418,3.671441168,2.595340178,3.252688996,5.085593023,2.630825263,3.873908316,4.987494764,2.383896336,4.204414852,4.314881215,1.684965965,2.38183916,2.685750917,3.845408933,1.703148249,1.438838462,1.851468309
2,on,9.76,687.1416394,1017.407416,777.1728487,498.7472522,557.9978652,464.8105162,125.4695896,8266.558921,10674.78403,2340.293923,469.0654579,700.1891842,173.0152308,750.725057,614.6136819,363.5815668,2389.273778,6601.232863,4612.360752,1648.323562,910.7353232,1021.369269,360.8881832,1083.437249,848.4602437,617.5020171,616.8287285,1315.891944,1481.686181,677.8940001,646.2179239,788.1300426,1294.905285,432.2165457,770.7880633,597.0598169,459.2779221,653.8742532,1374.171673,2223.548479,2212.793422,1610.949546,567.8676501,675.8599403,962.630201,391.6601971,920.6242571,72.30304569,315.5403298,159.1722434,253.2749856,237.3543184,1090.131389,3905.922474,5039.55656,1240.914543,483.4069316,717.6032192,796.9268384,839.6830702,872.6382084,1257.915905,1678.490689,1170.562368,1513.257416,762.8908056,1258.837232,982.0958403,1443.874189,0.06790412,0.251334843,0.174883585,2.238624866,0.15142022,12.32163777,1.757684356,4.07570152,1.857609962,2.105885395,1.295447689,1.391979756,5.999514243,0.855833927,1.899518587,2.054323816,8.755869359,1.353291545,5.854023386,6.05373491,18.19566353,11.83164578,26.61851672,6.868951673,26.32506531,14.84439012,14.35196966,11.70644499,18.64737653,22.6300183,10.26113328,14.9680823,16.69823527,10.3709402,23.22236593,7.645464467,3.614262387,6.840755476,7.396693092,16.13192513,7.328734335,3.33098407,5.028114336,3.105538284,4.986537308,1.573291069,4.487195453,2.380739931,3.774098465,7.88866782,0.327143862,3.353256428,8.872506238,6.642778912,1.472194161,13.78621493,5.659455508,3.326676982,3.926702908,3.70291308,4.02141511,7.02896589,5.470579117,2.184232312,1.865655021,4.815465941,1.222358291,2.861473337,0.92752624,0.38649649,3.525054939,2.078911245,2.54988096,2.495654109,2.48634865,4.819897676,1.456251232,2.456659992,0.913544722,1.831861243,2.495968006,0.93581901,3.178475256,3.923454213,1.034872942,3.681708715,2.859429343,4.135187237,3.536678867,3.535630517,2.286868073,4.185959811,2.50901751,1.389318818,1.350254028,2.361387148,4.030460335,1.332608076,1.330553313,3.130665482
2,on,9.8,999.8642247,1057.616051,666.4438288,658.3292748,499.6828438,674.8200151,1138.918358,8680.985675,10971.80531,1993.182218,783.3790841,585.1426333,576.8141586,642.7297048,291.0493069,255.9046919,2023.756258,6030.931873,3615.199678,1344.080678,408.478387,461.8625455,176.1568511,742.6187426,812.1263265,659.3058348,1134.104232,1640.195065,882.1918673,251.5725459,960.7945504,303.0770312,1061.91792,510.7730878,815.5420008,853.8152478,557.9690958,860.6686862,1560.583588,2197.463541,2227.650609,1627.042041,717.1884079,821.9656996,756.287172,269.2912413,1000.329103,529.9024036,466.5311316,511.5075897,625.1097381,865.3288222,728.4940439,3203.536684,4750.840579,1167.108802,280.750091,299.661524,382.4654641,707.7948439,947.5380246,632.9975754,1537.374245,1122.044206,2188.588141,1651.65719,1620.533259,1343.914536,1316.245956,0.209022706,0.289631228,0.167113658,2.218714858,0.312999194,11.15972651,1.510258509,3.20596788,2.429582245,1.903619369,1.304553208,0.839797884,3.761805605,2.06032238,2.474667391,1.217782468,5.90244695,3.573873668,6.441721221,6.336225361,9.7820453,18.87655992,20.79756756,7.276572899,20.48760671,17.929003,21.30163639,7.509688885,12.7632895,18.71445942,23.83595592,16.26708792,27.74224229,9.34025238,22.3425264,7.459981829,7.038120809,5.341254482,2.580251117,18.34181569,4.639164905,6.943311318,9.844874175,2.700490709,4.876611661,1.189371881,3.077915216,1.530071781,3.727759386,3.608484741,1.559279007,0.322571691,2.72666919,6.742582115,1.400590727,17.00306924,5.576973002,4.061202607,5.191405576,3.948919096,2.418703151,5.472913148,5.004701338,5.649253751,2.304928719,5.385543013,2.126396655,5.247763362,1.012074291,2.193643133,1.980603074,1.805054637,4.99768651,1.275169964,2.312213667,5.016072737,1.887207404,2.975622904,1.997562398,1.019628401,1.52503038,1.636770716,1.773783003,4.920601623,2.800053429,1.968021214,1.700411787,4.207058713,2.116393669,3.386916082,2.485390632,4.058121462,2.773990905,1.489365828,2.340860509,2.206850885,2.906141356,1.127999167,2.117448229,3.602053916
2,on,9.84,643.8085352,369.4007392,599.9516569,218.3189282,456.6628127,359.5052706,737.5496029,8984.096667,11815.04931,3239.099613,490.1940317,355.6376821,494.4684702,302.4642027,364.0668318,846.3142778,313.7654877,5487.17045,5000.469983,1994.125277,1379.323652,622.0249628,294.7895807,219.3874379,557.6646501,171.6811682,1015.905238,1407.732527,396.9319839,486.5187815,1003.0631,1092.115233,1345.437591,455.5644276,729.193635,640.6255252,89.35480191,719.1414309,713.8613571,1449.354132,1174.63016,1345.152048,346.3074246,571.0080861,477.5876136,250.226075,994.040886,718.6768558,285.6947073,681.4860228,1069.092388,1123.568068,1104.646045,3585.962253,4533.965546,956.9398386,231.1573148,218.2127706,450.1867924,559.3086986,886.4962598,744.6746037,1158.66687,1974.629237,2757.346581,1321.104339,1064.69958,1100.544565,736.2549782,0.172457323,0.345899123,0.197570545,2.438593166,0.247606368,10.6891401,0.912964781,1.93613202,1.337119755,0.15461497,2.145454231,1.951945045,3.62887322,2.408222357,3.554552197,1.472977372,4.063951649,3.59792982,7.311882587,7.257655659,8.494929527,11.00121958,11.83838107,9.704903695,18.84561727,17.19614331,30.20497496,6.999450674,23.36090125,11.42681518,29.43176985,12.85056612,19.88056777,3.660125578,20.16414169,8.122147052,2.68823176,5.626415759,1.548386957,8.556210745,0.589585228,10.87842644,9.333781103,1.376509263,3.541370836,2.299942465,5.193612142,2.019597271,1.451949899,4.032611849,0.592266962,2.280666138,1.420645497,8.254939,1.356551581,12.38415461,5.41986714,4.523820409,6.445664054,2.489163371,2.571090983,7.163960408,3.494382189,7.891382864,3.968851157,3.052096604,2.205482494,4.922381778,0.835859494,2.659189168,2.614115874,2.660624332,6.921838467,0.489894032,2.359950808,4.028196156,4.928308286,3.590789387,3.092551337,2.463913033,2.983651916,3.299914305,5.339073601,5.627655197,5.486670769,0.778053654,1.762923701,2.564828686,2.777977661,3.646106116,3.373575176,4.686005913,2.470005566,2.120486252,2.313083218,1.9318201,2.424652084,1.028006826,0.616569097,2.868913381
